title,link,date,author,description,next_page
SMBleed: A New Critical Vulnerability Affects Windows SMB Protocol,https://thehackernews.com/2020/06/SMBleed-smb-vulnerability.html,"June 09, 2020",Ravie Lakshmanan,"Cybersecurity researchers today uncovered a new critical vulnerability affecting the Server Message Block (SMB) protocol that could allow attackers to leak kernel memory remotely, and when combined with a previously disclosed ""wormable"" bug, the flaw can be exploited to achieve remote code execution attacks.   Dubbed "" SMBleed "" ( CVE-2020-1206 ) by cybersecurity firm ZecOps, the flaw resides in SMB's decompression function — the same function as with SMBGhost  or EternalDarkness bug ( CVE-2020-0796 ), which came to light three months ago, potentially opening vulnerable Windows systems to malware attacks that can propagate across networks.   The newly discovered vulnerability impacts Windows 10 versions 1903 and 1909, for which Microsoft today released security patches as part of its monthly Patch Tuesday updates for June .   The development comes as the US Cybersecurity and Infrastructure Security Agency (CISA) issued an advisory last week warning Windows 10",https://thehackernews.com/search?updated-max=2020-06-09T07:54:00-07:00&max-results=8&start=56&by-date=false
Microsoft Releases June 2020 Security Patches For 129 Vulnerabilities,https://thehackernews.com/2020/06/windows-update-june.html,"June 09, 2020",Mohit Kumar,"Microsoft today released its June 2020 batch of software security updates that patches a total of 129 newly discovered vulnerabilities affecting various versions of Windows operating systems and related products.   This is the third Patch Tuesday update since the beginning of the global Covid-19 outbreak, putting some extra pressure on security teams struggling to keep up with patch management while proceeding with caution that should not break anything during this lockdown season.   The 129 bugs in the June 2020 bucket for sysadmins and billions of users include 11 critical vulnerabilities—all leading to remote code execution attacks—and 118 classified as important in severity, mostly leading to privilege escalation and spoofing attacks.   According to the advisories Microsoft released today, hackers, fortunately, don't appear to be exploiting any of the zero-day vulnerabilities in the wild, and details for none of the flaws addressed this month was disclosed publicly before thi",https://thehackernews.com/search?updated-max=2020-06-09T07:54:00-07:00&max-results=8&start=56&by-date=false
Security Drift – The Silent Killer,https://thehackernews.com/2020/06/security-drift-silent-killer.html,"June 09, 2020",The Hacker News,"Global spending on cybersecurity products and services is predicted  to exceed $1 trillion during the period of five years, between 2017 to 2021, with different analysts predicting the Compound Annual Growth Rate (CAGR) at anywhere between 8 to 15%.   It is not surprising to see this growth in spending, which is primarily driven by the evolving sophistication and volume of attacks as well as the surmounting costs of a successful data breach.   And yet, data breaches continue.   The sad news is that about 80% of data breaches can be prevented with basic actions; such as vulnerability assessments, patching, and proper security  configurations .   The specific reasons vary; but include staffing and resource issues, lack of expertise to optimize complex, multi-vendor security systems, and a host of other reasons. Whatever the specific cause, the common theme is that security lagged either internal IT changes or changes in the external threat landscape.   The phenomenon is well known in",https://thehackernews.com/search?updated-max=2020-06-09T07:54:00-07:00&max-results=8&start=56&by-date=false
Magecart Targets Emergency Services-related Sites via Insecure S3 Buckets,https://thehackernews.com/2020/06/magecart-skimmer-amazon.html,"June 09, 2020",Ravie Lakshmanan,"Hacking groups are continuing to leverage misconfigured AWS S3 data storage buckets to insert malicious code into websites in an attempt to swipe credit card information and carry out malvertising campaigns.   In a new report shared with The Hacker News, cybersecurity firm RiskIQ said it identified  three compromised websites belonging to Endeavor Business Media last month that are still hosting JavaScript skimming code — a classic tactic embraced by Magecart , a consortium of different hacker groups who target online shopping cart systems.   The unpatched affected websites host emergency services-related content and chat forums catering to firefighters, police officers, and security professionals, per RiskIQ.    www[.]officer[.]com  www[.]firehouse[.]com  www[.]securityinfowatch[.]com    The cyber firm said it hasn't heard back from Endeavor Business Media despite reaching out to the company to address the issues.   As a consequence, it's working with Swiss non-profit cyber",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
Any Indian DigiLocker Account Could've Been Accessed Without Password,https://thehackernews.com/2020/06/aadhar-digilocker-hacked.html,"June 08, 2020",Ravie Lakshmanan,"The Indian Government said it has addressed a critical vulnerability  in its secure document wallet service Digilocker that could have potentially let a remote attacker bypass mobile one-time passwords (OTP) and sign in as other users.   Discovered separately by two independent bug bounty researchers, Mohesh Mohan  and Ashish Gahlot , the vulnerability could have been exploited easily to unauthorisedly access sensitive documents uploaded by targeted users' on the Government-operated platform.   ""The OTP function lacks authorization which makes it possible to perform OTP validation with submitting any valid users details and then manipulation flow to sign in as a totally different user,"" Mohesh Mohan said in a disclosure shared with The Hacker News.   With over 38 million  registered users, Digilocker  is a cloud-based repository that acts as a digital platform to facilitate online processing of documents and speedier delivery of various government-to-citizen services.",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
New USBCulprit Espionage Tool Steals Data From Air-Gapped Computers,https://thehackernews.com/2020/06/air-gap-malware-usbculprit.html,"June 04, 2020",Ravie Lakshmanan,"A Chinese threat actor has developed new capabilities to target air-gapped systems in an attempt to exfiltrate sensitive data for espionage, according to a newly published research by Kaspersky yesterday.   The APT, known as Cycldek, Goblin Panda, or Conimes, employs an extensive toolset for lateral movement and information stealing in victim networks, including previously unreported custom tools, tactics, and procedures in attacks against government agencies in Vietnam, Thailand, and Laos.   ""One of the newly revealed tools is named USBCulprit and has been found to rely on USB media in order to exfiltrate victim data,"" Kaspersky  said. ""This may suggest Cycldek is trying to reach air-gapped networks in victim environments or relies on physical presence for the same purpose.""   First observed by CrowdStrike  in 2013, Cycldek has a long history of singling out defense, energy, and government sectors in Southeast Asia, particularly Vietnam, using decoy documents th",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
Two Critical Flaws in Zoom Could've Let Attackers Hack Systems via Chat,https://thehackernews.com/2020/06/zoom-video-software-hacking.html,"June 03, 2020",Mohit Kumar,"If you're using Zoom —especially during this challenging time to cope with your schooling, business, or social engagement—make sure you are running the latest version of the widely popular video conferencing software on your Windows, macOS, or Linux computers.   No, it's not about the arrival of the most-awaited ""real"" end-to-end encryption feature, which apparently, according to the latest news, would now only be available to paid users . Instead, this latest warning is about two newly discovered critical vulnerabilities.   Cybersecurity researchers from Cisco Talos unveiled today that it discovered two critical vulnerabilities in the Zoom software  that could have allowed attackers to hack into the systems of group chat participants or an individual recipient remotely.   Both flaws in question are path traversal vulnerabilities that can be exploited to write or plant arbitrary files on the systems running vulnerable versions of the video conferencing software to e",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
Newly Patched SAP ASE Flaws Could Let Attackers Hack Database Servers,https://thehackernews.com/2020/06/newly-patched-sap-ase-flaws-could-let.html,"June 03, 2020",Ravie Lakshmanan,"A new set of critical vulnerabilities uncovered in SAP's Sybase database software can grant unprivileged attackers complete control over a targeted database and even the underlying operating system in certain scenarios.   The six flaws, disclosed by cybersecurity firm Trustwave today, reside in Sybase Adaptive Server Enterprise ( ASE ), a relational database management software geared towards transaction-based applications.   The cybersecurity company said the issues — both specific to the operating system and the platform as a whole — were discovered during a security testing of the product, one of which has a CVSS rating of 9.1.   Identified as CVE-2020-6248 , the most severe vulnerability allows arbitrary code execution when making database backups, thus allowing an attacker to trigger the execution of malicious commands.   ""During database backup operations, there are no security checks for overwriting critical configuration files,"" Trustwave researchers said  in a",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
New Skill Testing Platform For 6 Most In-Demand Cybersecurity Jobs,https://thehackernews.com/2020/06/cybersecurity-jobs-skill-testing.html,"June 03, 2020",The Hacker News,"Building a security team is a necessity for organizations of all industries and sizes. It makes selecting the right person for the job a critical task in which testing candidates' domain knowledge is a core component of the hiring process.   A common practice is for each organization to put together a dedicated set of questions for each role.   Today, Cynet launches the Cybersecurity Skill Tests website  to optimize the hiring process with an automated online questionnaire form for each such position.   Cynet has assembled a vast question pool with hundreds of dedicated questions for the 6 leading cybersecurity positions (see below), covering all aspects of each selected role.   A selection algorithm is used to generate a set of 25 questions in increasing difficulty level, which touches all the important knowledge areas of each candidate's position.   No two questionnaires are the same to ensure the answers' reliability.    How does this work in practice?   Following the",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
Critical VMware Cloud Director Flaw Lets Hackers Take Over Corporate Servers,https://thehackernews.com/2020/06/vmware-cloud-director-exploit.html,"June 01, 2020",Ravie Lakshmanan,"Cybersecurity researchers today disclosed details for a new vulnerability in VMware's Cloud Director platform that could potentially allow an attacker to gain access to sensitive information and control private clouds within an entire infrastructure.   Tracked as CVE-2020-3956 , the code injection flaw stems from an improper input handling that could be abused by an authenticated attacker to send malicious traffic to Cloud Director, leading to the execution of arbitrary code.   It's rated 8.8 out of 10 on the CVSS v.3 vulnerability severity scale, making it a critical vulnerability.   VMware Cloud Director  is a popular deployment, automation, and management software that's used to operate and manage cloud resources, allowing businesses to data centers distributed across different geographical locations into virtual data centers.   According to the company, the vulnerability can be exploited through the HTML5- and Flex-based UIs, the API Explorer interface, and API acces",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
How to Create a Culture of Kick-Ass DevSecOps Engineers,https://thehackernews.com/2020/06/devsecops-engineers.html,"June 01, 2020",The Hacker News,"Much like technology itself, the tools, techniques, and optimum processes for developing code evolve quickly. We humans have an insatiable need for more software, more features, more functionality… and we want it faster than ever before, more qualitative, and on top of that: Secure.   With an estimated 68% of organizations experiencing zero-day attacks  from undisclosed/unknown vulnerabilities in 2019, this is an upward trend that we need to address as an industry by shipping secure code at a reasonable speed.   While many people and organizations are moving on from Waterfall to Agile — and not everybody is there yet, let's be real — they are already encountering a new problem.   Development teams and their operations counterparts are still working in silos, and this is still causing headaches for development managers and their counterparts across the business. In this environment, how can small teams working in an Agile way deliver on that promise of faster deployment, and fast",https://thehackernews.com/search?updated-max=2020-06-01T05:04:00-07:00&max-results=8&start=64&by-date=false
Joomla Resources Directory (JRD) Portal Suffers Data Breach,https://thehackernews.com/2020/06/joomla-data-breach.html,"June 01, 2020",Ravie Lakshmanan,"Joomla, one of the most popular Open-source content management systems (CMS), last week announced a new data breach  impacting 2,700 users who have an account with its resources directory (JRD) website, i.e., resources.joomla.org.   The breach exposed affected users' personal information, such as full names, business addresses, email addresses, phone numbers, and encrypted passwords.   The company said the incident came to light during an internal website audit that revealed that a member of the Joomla Resources Directory (JRD) team stored a full unencrypted backup of the JRD website  on an Amazon Web Services S3 bucket owned by the third-party company.   The affected JRD portal lists developers and service providers specialized in Joomla, allowing registered users to extend their CMS with additional functionalities.   Joomla said the investigation is still ongoing and that accesses to the website have been temporarily suspended. It has also reached out to the concerned third-pa",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
Critical 'Sign in with Apple' Bug Could Have Let Attackers Hijack Anyone's Account,https://thehackernews.com/2020/05/sign-in-with-apple-hacking.html,"May 30, 2020",Mohit Kumar,"Apple recently paid Indian vulnerability researcher Bhavuk Jain a huge $100,000 bug bounty for reporting a highly critical vulnerability affecting its ' Sign in with Apple ' system.   The now-patched vulnerability could have allowed remote attackers to bypass authentication and take over targeted users' accounts on third-party services and apps that have been registered using 'Sign in with Apple' option.   Launched last year at Apple's WWDC conference, ' Sign in with Apple ' feature was introduced to the world as a privacy-preserving login mechanism that allows users to sign up an account with 3rd-party apps without disclosing their actual email addresses (also used as Apple IDs).   In an interview with The Hacker News, Bhavuk Jain  revealed that the vulnerability he discovered  resided in the way Apple was validating a user on the client-side before initiating a request from Apple's authentication servers.   For those unaware, while authenticating",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
 New Noise-Resilient Attack On Intel and AMD CPUs Makes Flush-based Attacks Effective,https://thehackernews.com/2020/05/noise-resilient-flush-attack.html,"May 30, 2020",Ravie Lakshmanan,"Modern Intel and AMD processors are susceptible to a new form of side-channel attack that makes flush-based cache attacks resilient to system noise, newly published research shared with The Hacker News has revealed.   The findings are from a paper "" DABANGG: Time for Fearless Flush based Cache Attacks "" published by a pair of researchers, Biswabandan Panda and Anish Saxena, from the Indian Institute of Technology (IIT) Kanpur earlier this week.   Dubbed "" Dabangg "" (meaning fearless), the approach builds upon the Flush+Reload  and Flush+Flush  attacks, which have been exploited previously by other researchers to leak data  from Intel CPUs.   However, the new variant aims to improve the accuracy of these attacks even in a noisy multi-core system. It also works seamlessly against non-Linux Operating Systems, like macOS.   ""Like any other cache attacks, flush based cache attacks rely on the calibration of cache latency,"" Biswabandan Panda, assistant profes",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
Exclusive – Any Mitron (Viral TikTok Clone) Profile Can Be Hacked in Seconds,https://thehackernews.com/2020/05/titok-mitron-app-hacking.html,"May 30, 2020",Mohit Kumar,"Mitron (means ""friends"" in Hindi), you have been fooled again!   Mitron is not really a 'Made in India' product, and the viral app contains a highly critical, unpatched vulnerability that could allow anyone to hack into any user account without requiring interaction from the targeted users or their passwords.   I am sure many of you already know what TikTok is, and those still unaware, it's a highly popular video social platform where people upload short videos of themselves doing things like lip-syncing and dancing.   The wrath faced by Chinese-owned TikTok from all directions—mostly due to data security and ethnopolitical reasons—gave birth to new alternatives in the market, one of which is the Mitron app for Android.   Mitron  video social platform recently caught headlines when the Android app crazily gained over 5 million installations and 250,000 5-star ratings in just 48 days after being released on the Google Play Store.   Popped out of nowhere, Mitron i",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
A New Free Monitoring Tool to Measure Your Dark Web Exposure,https://thehackernews.com/2020/05/dark-web-monitoring-tool.html,"May 28, 2020",The Hacker News,"Last week, application security company ImmuniWeb released a new free tool  to monitor and measure an organization's exposure on the Dark Web.   To improve the decision-making process for cybersecurity professionals, the free tool crawls Dark Web marketplaces, hacking forums, and Surface Web resources such as Pastebin or GitHub to provide you with a classified schema of your data being offered for sale or leaked.   All you need to launch a Dark Web search is to enter your domain name.    The volume of stolen credentials on the Dark Web is booming   This week, over 26 million user records, including plaintext passwords, stolen from LiveJournal appeared on a Dark Web marketplace for as low as $35. The present week is likewise sadly marked with a compromise of 31 SQL databases (with 1.6 million rows of client data) from webshop owners.   There were 7,098 breaches reported in 2019, exposing over 15.1 billion records, a new worst year on record according to Risk Based Security report",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
Researchers Uncover Brazilian Hacktivist's Identity Who Defaced Over 4800 Sites,https://thehackernews.com/2020/05/brazilian-hacker-vandathegod.html,"May 28, 2020",Ravie Lakshmanan,"It's one thing for hackers to target websites and proudly announce it on social media platforms for all to see. It's, however, an entirely different thing to leave a digital trail that leads cybersecurity researchers right to their doorsteps.   That's exactly what happened in the case of a hacktivist under the name of VandaTheGod, who has been attributed to a series of attacks on government  websites since July 2019.   In a report shared with The Hacker News, researchers from Check Point said they were able to map VandaTheGod's activity over the years, and eventually zero down the attacker's real identity to a Brazilian individual from the city of Uberlândia.   The cybersecurity firm said it notified concerned law enforcement of its findings for further action, adding the social media activities on profiles associated with VandaTheGod came to a halt towards the end of 2019.    A Long Social Media Trail   VandaTheGod has a long history of going after government we",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
Chinese Researchers Disrupt Malware Attack That Infected Thousands of PCs,https://thehackernews.com/2020/05/chinese-botnet-malware.html,"May 27, 2020",Ravie Lakshmanan,"Chinese security firm Qihoo 360 Netlab said it partnered with tech giant Baidu to disrupt a malware botnet  infecting over hundreds of thousands of systems.   The botnet was traced back to a group it calls ShuangQiang (also called Double Gun ), which has been behind several attacks since 2017 aimed at compromising Windows computers with MBR and VBR bootkits , and installing malicious drivers for financial gain and hijack web traffic to e-commerce sites.   In addition to using images uploaded to Baidu Tieba  to distribute configuration files and malware — a technique called steganography — the group has begun using Alibaba Cloud storage to host configuration files and Baidu's analytics platform Tongji to manage the activity of its infected hosts, the researchers said.   The initial compromise relies on luring unsuspecting users to install game launching software from sketchy game portals that contain malicious code under the guise of a patch.      Once the user downloads and inst",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
New Android Flaw Affecting Over 1 Billion Phones Let Attackers Hijack Apps,https://thehackernews.com/2020/05/stranhogg-android-vulnerability.html,"May 26, 2020",Mohit Kumar,"Remember Strandhogg?   A security vulnerability affecting Android  that malicious apps can exploit to masquerade as any other app installed on a targeted device to display fake interfaces to the users, tricking them into giving away sensitive information.   Late last year, at the time of its public disclosure, researchers also confirmed that some attackers were already exploiting the flaw in the wild to steal users' banking and other login credentials, as well as to spy on their activities.   The same team of Norwegian cybersecurity researchers today unveiled  details of a new critical vulnerability (CVE-2020-0096) affecting the Android operating system that could allow attackers to carry out a much more sophisticated version of Strandhogg attack.   Dubbed ' Strandhogg 2.0 ,' the new vulnerability affects all Android devices, except those running the latest version, Android Q / 10, of the mobile operating system—which, unfortunately, is running on only 15-20% of the total",https://thehackernews.com/search?updated-max=2020-05-26T07:40:00-07:00&max-results=8&start=72&by-date=false
